timestamp,date,accountType,equity,walletBalance,unrealizedPnl,realizedPnl,openSymbols,positionCount
2025-11-02T19:44:02.419019+00:00,2025-11-02,UNIFIED,3.5369,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:44:35.765403+00:00,2025-11-02,UNIFIED,3.7812,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:45:09.003241+00:00,2025-11-02,UNIFIED,3.4798,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:45:42.701258+00:00,2025-11-02,UNIFIED,3.4968,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:46:15.902138+00:00,2025-11-02,UNIFIED,3.6237,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:46:49.336646+00:00,2025-11-02,UNIFIED,3.3640,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:47:22.870069+00:00,2025-11-02,UNIFIED,3.4401,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:47:56.772155+00:00,2025-11-02,UNIFIED,3.7065,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:48:31.317320+00:00,2025-11-02,UNIFIED,3.8668,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:49:05.261360+00:00,2025-11-02,UNIFIED,4.0336,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:49:39.057523+00:00,2025-11-02,UNIFIED,3.9585,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:50:12.458196+00:00,2025-11-02,UNIFIED,3.9011,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:50:45.852771+00:00,2025-11-02,UNIFIED,4.1516,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:51:19.292401+00:00,2025-11-02,UNIFIED,4.1093,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:51:52.593707+00:00,2025-11-02,UNIFIED,4.0490,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:52:26.090137+00:00,2025-11-02,UNIFIED,4.0937,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:52:59.333640+00:00,2025-11-02,UNIFIED,3.9343,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:53:32.793193+00:00,2025-11-02,UNIFIED,3.9671,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:54:06.182729+00:00,2025-11-02,UNIFIED,4.0104,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:54:39.605324+00:00,2025-11-02,UNIFIED,3.8625,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:55:12.785543+00:00,2025-11-02,UNIFIED,3.6887,0.0000,0.0000,,VIRTUALUSDT,1
2025-11-02T19:55:46.234130+00:00,2025-11-02,UNIFIED,3.6160,0.0000,0.0000,,,0
2025-11-02T19:56:19.809541+00:00,2025-11-02,UNIFIED,3.4764,0.0000,0.0000,,DGBUSDT,1
2025-11-02T19:56:53.667431+00:00,2025-11-02,UNIFIED,3.2102,0.0000,0.0000,,DGBUSDT,1
2025-11-02T19:57:27.251966+00:00,2025-11-02,UNIFIED,2.7321,0.0000,0.0000,,,0
2025-11-02T19:58:01.530219+00:00,2025-11-02,UNIFIED,2.7317,0.0000,0.0000,,,0
2025-11-02T19:58:34.765990+00:00,2025-11-02,UNIFIED,2.7334,0.0000,0.0000,,,0
2025-11-02T19:59:08.064876+00:00,2025-11-02,UNIFIED,2.7333,0.0000,0.0000,,,0
2025-11-02T19:59:41.388527+00:00,2025-11-02,UNIFIED,2.7347,0.0000,0.0000,,,0
2025-11-02T20:00:14.994008+00:00,2025-11-02,UNIFIED,2.7342,0.0000,0.0000,,,0
2025-11-02T20:00:49.112381+00:00,2025-11-02,UNIFIED,2.7338,0.0000,0.0000,,,0
2025-11-02T20:01:22.837844+00:00,2025-11-02,UNIFIED,2.7166,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:01:56.687796+00:00,2025-11-02,UNIFIED,2.8594,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:02:30.453139+00:00,2025-11-02,UNIFIED,2.5057,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:03:04.186117+00:00,2025-11-02,UNIFIED,2.4843,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:03:38.223772+00:00,2025-11-02,UNIFIED,1.9824,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:04:12.096218+00:00,2025-11-02,UNIFIED,1.8363,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:04:45.905173+00:00,2025-11-02,UNIFIED,1.7661,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:05:19.569958+00:00,2025-11-02,UNIFIED,2.3105,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:05:53.568931+00:00,2025-11-02,UNIFIED,2.4924,0.0000,0.0000,,DGBUSDT,1
2025-11-02T20:06:27.125128+00:00,2025-11-02,UNIFIED,2.1540,0.0000,0.0000,,,0
2025-11-02T20:07:00.757468+00:00,2025-11-02,UNIFIED,2.1547,0.0000,0.0000,,,0
2025-11-02T20:07:35.379522+00:00,2025-11-02,UNIFIED,2.1526,0.0000,0.0000,,,0
2025-11-02T20:08:09.100039+00:00,2025-11-02,UNIFIED,2.1530,0.0000,0.0000,,,0
2025-11-02T20:08:42.657642+00:00,2025-11-02,UNIFIED,2.1514,0.0000,0.0000,,,0
2025-11-02T20:09:16.397569+00:00,2025-11-02,UNIFIED,2.1513,0.0000,0.0000,,,0
2025-11-02T20:09:49.691881+00:00,2025-11-02,UNIFIED,2.1516,0.0000,0.0000,,,0
2025-11-02T20:10:22.922914+00:00,2025-11-02,UNIFIED,2.1508,0.0000,0.0000,,,0
2025-11-02T20:10:56.837237+00:00,2025-11-02,UNIFIED,2.1488,0.0000,0.0000,,,0
2025-11-02T20:11:30.370534+00:00,2025-11-02,UNIFIED,2.1469,0.0000,0.0000,,,0
2025-11-02T20:12:03.902934+00:00,2025-11-02,UNIFIED,2.1458,0.0000,0.0000,,,0
2025-11-02T20:12:37.603674+00:00,2025-11-02,UNIFIED,2.1447,0.0000,0.0000,,,0
2025-11-02T20:13:10.969825+00:00,2025-11-02,UNIFIED,2.1445,0.0000,0.0000,,,0
2025-11-02T20:13:45.055013+00:00,2025-11-02,UNIFIED,2.1451,0.0000,0.0000,,,0
2025-11-02T20:14:18.299277+00:00,2025-11-02,UNIFIED,2.1436,0.0000,0.0000,,,0
2025-11-02T20:14:51.621865+00:00,2025-11-02,UNIFIED,2.0378,0.0000,0.0000,,JELLYJELLYUSDT,1
2025-11-02T20:15:24.921363+00:00,2025-11-02,UNIFIED,1.8950,0.0000,0.0000,,JELLYJELLYUSDT,1
2025-11-02T20:15:58.155773+00:00,2025-11-02,UNIFIED,1.8523,0.0000,0.0000,,JELLYJELLYUSDT,1
2025-11-02T20:16:31.515115+00:00,2025-11-02,UNIFIED,1.9572,0.0000,0.0000,,JELLYJELLYUSDT,1
2025-11-02T20:17:05.064251+00:00,2025-11-02,UNIFIED,2.0007,0.0000,0.0000,,JELLYJELLYUSDT,1
2025-11-02T20:17:38.396378+00:00,2025-11-02,UNIFIED,1.9078,0.0000,0.0000,,JELLYJELLYUSDT,1
2025-11-02T20:18:11.835176+00:00,2025-11-02,UNIFIED,1.8721,0.0000,0.0000,,JELLYJELLYUSDT,1
2025-11-02T20:18:46.643355+00:00,2025-11-02,UNIFIED,1.8224,0.0000,0.0000,,,0
2025-11-02T20:19:19.911480+00:00,2025-11-02,UNIFIED,1.8294,0.0000,0.0000,,,0
2025-11-02T20:19:54.212183+00:00,2025-11-02,UNIFIED,1.8294,0.0000,0.0000,,,0
2025-11-02T20:20:27.436449+00:00,2025-11-02,UNIFIED,1.8302,0.0000,0.0000,,,0
2025-11-02T20:21:00.747984+00:00,2025-11-02,UNIFIED,1.8308,0.0000,0.0000,,,0
2025-11-02T20:21:34.168944+00:00,2025-11-02,UNIFIED,1.8297,0.0000,0.0000,,,0
2025-11-02T20:22:07.492603+00:00,2025-11-02,UNIFIED,1.8299,0.0000,0.0000,,,0
2025-11-02T20:22:40.967219+00:00,2025-11-02,UNIFIED,1.9787,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:23:14.249422+00:00,2025-11-02,UNIFIED,2.1999,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:23:47.584183+00:00,2025-11-02,UNIFIED,2.3100,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:24:21.124624+00:00,2025-11-02,UNIFIED,2.2155,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:24:54.524483+00:00,2025-11-02,UNIFIED,2.1286,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:25:27.907130+00:00,2025-11-02,UNIFIED,2.0344,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:26:01.356328+00:00,2025-11-02,UNIFIED,1.8372,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:26:34.713638+00:00,2025-11-02,UNIFIED,1.8360,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:27:08.000082+00:00,2025-11-02,UNIFIED,1.9466,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:27:41.259055+00:00,2025-11-02,UNIFIED,1.9622,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:28:14.442161+00:00,2025-11-02,UNIFIED,1.9941,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:28:47.733295+00:00,2025-11-02,UNIFIED,2.4132,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:29:21.236301+00:00,2025-11-02,UNIFIED,2.4603,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:29:54.422575+00:00,2025-11-02,UNIFIED,2.3898,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:30:27.682335+00:00,2025-11-02,UNIFIED,2.4367,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:31:00.975279+00:00,2025-11-02,UNIFIED,2.3973,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:31:34.318719+00:00,2025-11-02,UNIFIED,2.5644,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:32:07.577730+00:00,2025-11-02,UNIFIED,2.6983,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:32:40.947062+00:00,2025-11-02,UNIFIED,2.6428,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:33:14.190420+00:00,2025-11-02,UNIFIED,2.8576,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:33:47.580750+00:00,2025-11-02,UNIFIED,2.5639,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:34:21.151327+00:00,2025-11-02,UNIFIED,2.8690,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:34:54.379569+00:00,2025-11-02,UNIFIED,3.0159,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:35:27.659901+00:00,2025-11-02,UNIFIED,2.9930,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:36:01.131596+00:00,2025-11-02,UNIFIED,4.3491,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:36:35.234525+00:00,2025-11-02,UNIFIED,4.8522,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:37:08.714859+00:00,2025-11-02,UNIFIED,6.8503,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:37:42.338189+00:00,2025-11-02,UNIFIED,6.9898,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:38:15.835322+00:00,2025-11-02,UNIFIED,7.2942,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:38:49.068535+00:00,2025-11-02,UNIFIED,7.1521,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:39:22.412551+00:00,2025-11-02,UNIFIED,8.3388,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:39:55.662164+00:00,2025-11-02,UNIFIED,10.2806,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:40:29.130109+00:00,2025-11-02,UNIFIED,11.6194,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:41:02.405536+00:00,2025-11-02,UNIFIED,10.6835,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:41:35.805449+00:00,2025-11-02,UNIFIED,10.6631,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:42:09.034679+00:00,2025-11-02,UNIFIED,9.4381,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:42:42.195026+00:00,2025-11-02,UNIFIED,8.5128,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:43:15.442858+00:00,2025-11-02,UNIFIED,10.2011,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:43:48.704631+00:00,2025-11-02,UNIFIED,9.3767,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:44:22.195311+00:00,2025-11-02,UNIFIED,8.7538,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:44:55.674594+00:00,2025-11-02,UNIFIED,8.6133,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:45:28.905469+00:00,2025-11-02,UNIFIED,7.3877,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:46:02.435564+00:00,2025-11-02,UNIFIED,5.9457,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T20:46:35.680625+00:00,2025-11-02,UNIFIED,5.7378,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T20:47:08.984741+00:00,2025-11-02,UNIFIED,5.8078,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T20:47:42.346155+00:00,2025-11-02,UNIFIED,5.6690,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T20:48:15.813198+00:00,2025-11-02,UNIFIED,5.6004,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T20:48:49.087222+00:00,2025-11-02,UNIFIED,5.4377,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:49:22.367394+00:00,2025-11-02,UNIFIED,6.4984,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:49:55.665448+00:00,2025-11-02,UNIFIED,6.0455,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:50:28.944334+00:00,2025-11-02,UNIFIED,6.0451,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:51:02.235182+00:00,2025-11-02,UNIFIED,6.8067,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:51:36.120061+00:00,2025-11-02,UNIFIED,6.8551,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:52:09.368341+00:00,2025-11-02,UNIFIED,6.5460,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:52:42.852140+00:00,2025-11-02,UNIFIED,6.1176,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:53:16.052654+00:00,2025-11-02,UNIFIED,5.2609,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:53:49.655450+00:00,2025-11-02,UNIFIED,6.3070,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:54:22.948096+00:00,2025-11-02,UNIFIED,6.4502,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:54:56.546628+00:00,2025-11-02,UNIFIED,5.7126,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:55:29.871627+00:00,2025-11-02,UNIFIED,7.0695,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:56:03.402122+00:00,2025-11-02,UNIFIED,6.8546,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:56:36.745582+00:00,2025-11-02,UNIFIED,7.3316,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:57:09.995125+00:00,2025-11-02,UNIFIED,7.5030,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:57:43.567582+00:00,2025-11-02,UNIFIED,6.4888,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:58:16.781332+00:00,2025-11-02,UNIFIED,10.0677,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:58:50.093074+00:00,2025-11-02,UNIFIED,13.1026,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:59:23.629868+00:00,2025-11-02,UNIFIED,12.8511,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T20:59:56.884705+00:00,2025-11-02,UNIFIED,12.1347,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:00:30.468889+00:00,2025-11-02,UNIFIED,11.1370,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:01:03.766508+00:00,2025-11-02,UNIFIED,11.3184,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:01:37.031163+00:00,2025-11-02,UNIFIED,11.1610,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:02:10.341460+00:00,2025-11-02,UNIFIED,11.2784,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:02:44.299264+00:00,2025-11-02,UNIFIED,11.5351,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:03:17.544251+00:00,2025-11-02,UNIFIED,14.0011,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:03:50.946791+00:00,2025-11-02,UNIFIED,14.4389,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:04:24.191602+00:00,2025-11-02,UNIFIED,14.4151,0.0000,0.0000,,"DGBUSDT,RIVERUSDT",2
2025-11-02T21:04:58.143352+00:00,2025-11-02,UNIFIED,13.5632,0.0000,0.0000,,"RIVERUSDT,DGBUSDT",2
2025-11-02T21:05:32.064974+00:00,2025-11-02,UNIFIED,11.8997,0.0000,0.0000,,"RIVERUSDT,DGBUSDT",2
2025-11-02T21:06:05.742393+00:00,2025-11-02,UNIFIED,10.4749,0.0000,0.0000,,DGBUSDT,1
2025-11-02T21:06:39.588777+00:00,2025-11-02,UNIFIED,10.0742,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:07:14.310416+00:00,2025-11-02,UNIFIED,10.3241,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:07:48.648959+00:00,2025-11-02,UNIFIED,10.3248,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:08:21.893530+00:00,2025-11-02,UNIFIED,10.6999,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:08:55.878575+00:00,2025-11-02,UNIFIED,10.5751,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:09:29.395526+00:00,2025-11-02,UNIFIED,10.3252,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:10:02.708209+00:00,2025-11-02,UNIFIED,9.6992,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:10:36.412818+00:00,2025-11-02,UNIFIED,9.4487,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:11:09.782462+00:00,2025-11-02,UNIFIED,9.5740,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:11:43.239235+00:00,2025-11-02,UNIFIED,9.6985,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:12:16.505473+00:00,2025-11-02,UNIFIED,9.4482,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:12:49.817269+00:00,2025-11-02,UNIFIED,9.4487,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:13:23.253757+00:00,2025-11-02,UNIFIED,8.8228,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:13:56.766786+00:00,2025-11-02,UNIFIED,9.0730,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:14:30.456581+00:00,2025-11-02,UNIFIED,8.3224,0.0000,0.0000,,PUMPFUNUSDT,1
2025-11-02T21:15:03.991098+00:00,2025-11-02,UNIFIED,7.9493,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:15:37.187925+00:00,2025-11-02,UNIFIED,7.9834,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:16:10.541642+00:00,2025-11-02,UNIFIED,8.0177,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:16:43.781527+00:00,2025-11-02,UNIFIED,8.1353,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:17:17.056538+00:00,2025-11-02,UNIFIED,8.0339,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:17:50.483564+00:00,2025-11-02,UNIFIED,7.9328,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:18:23.960286+00:00,2025-11-02,UNIFIED,7.8143,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:18:57.172236+00:00,2025-11-02,UNIFIED,7.7644,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:19:30.489565+00:00,2025-11-02,UNIFIED,7.7134,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:20:03.764671+00:00,2025-11-02,UNIFIED,7.5781,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:20:37.574931+00:00,2025-11-02,UNIFIED,7.6961,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:21:11.278956+00:00,2025-11-02,UNIFIED,7.5275,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:21:44.928804+00:00,2025-11-02,UNIFIED,7.1881,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:22:18.218358+00:00,2025-11-02,UNIFIED,7.2388,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:22:51.512568+00:00,2025-11-02,UNIFIED,7.3410,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:23:24.928916+00:00,2025-11-02,UNIFIED,7.2381,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:23:58.309037+00:00,2025-11-02,UNIFIED,7.1878,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:24:31.656397+00:00,2025-11-02,UNIFIED,6.9668,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:25:05.566042+00:00,2025-11-02,UNIFIED,7.1363,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:25:38.895875+00:00,2025-11-02,UNIFIED,6.9483,0.0000,0.0000,,AI16ZUSDT,1
2025-11-02T21:26:13.455745+00:00,2025-11-02,UNIFIED,5.9742,0.0000,0.0000,,,0
2025-11-02T21:26:46.576092+00:00,2025-11-02,UNIFIED,5.1561,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:27:19.896852+00:00,2025-11-02,UNIFIED,4.4823,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:27:53.101618+00:00,2025-11-02,UNIFIED,4.8570,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:28:26.347449+00:00,2025-11-02,UNIFIED,5.4189,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:29:00.102767+00:00,2025-11-02,UNIFIED,4.7948,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:29:34.161090+00:00,2025-11-02,UNIFIED,5.2316,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:30:08.311540+00:00,2025-11-02,UNIFIED,4.3158,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:30:42.252134+00:00,2025-11-02,UNIFIED,3.7960,0.0000,0.0000,,,0
2025-11-02T21:31:16.475563+00:00,2025-11-02,UNIFIED,4.0425,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:31:50.169806+00:00,2025-11-02,UNIFIED,3.8702,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:32:23.881647+00:00,2025-11-02,UNIFIED,3.4181,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:32:57.824063+00:00,2025-11-02,UNIFIED,3.5400,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:33:31.651050+00:00,2025-11-02,UNIFIED,3.6951,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:34:05.517419+00:00,2025-11-02,UNIFIED,3.9373,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:34:39.328547+00:00,2025-11-02,UNIFIED,3.7645,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:35:13.066352+00:00,2025-11-02,UNIFIED,4.0589,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:35:46.499858+00:00,2025-11-02,UNIFIED,4.0414,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:36:20.270711+00:00,2025-11-02,UNIFIED,4.3000,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:36:53.643433+00:00,2025-11-02,UNIFIED,4.2310,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:37:27.371505+00:00,2025-11-02,UNIFIED,3.6605,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:38:00.657130+00:00,2025-11-02,UNIFIED,3.6088,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:38:34.716248+00:00,2025-11-02,UNIFIED,3.7320,0.0000,0.0000,,RIVERUSDT,1
2025-11-02T21:39:08.486346+00:00,2025-11-02,UNIFIED,3.5414,0.0000,0.0000,,RIVERUSDT,1
